data	target
williams holdings say bid mln stg norcro ordinary share williams holding say bid mln stg norcro ordinary share	acq
bfi communications systems inc th qtr loss shr loss ct vs loss ct net loss vs loss revs vs year shr loss ct vs loss dlrs net loss vs loss revs vs avg shrs vs	earn
development corp america lt dca merge development corp america say merger lennar corp lt len complete stock long exist development corp america whose board approve acquisition last november mln dlrs say merger effective today stock now represent right receive dlrs share american stock exchange say provide detail later	acq
u.s . corn demand grow japan south korea recent purchase mln tonne u.s . corn japan tonne south korea suggest two country demand reliable supply corn increase u.s . agriculture department say world production trade report department say view reinforce expectation decline exportable supply argentine corn uncertainty availability south african chinese corn corn purchase japan commit buy mln tonne u.s . corn sept aug nearly tonne great year ago figure date south korea cumulative commitment amount mln tonne mln compare last year say	grain
masco corp lt mas regular dividend set qtly div nine ct vs nine ct previously pay may record april	earn
block lt hrb see gain tax reform april tax return deadline less month away confused taxpayer will converge block inc office interpret new tax code financial result nation large tax preparer expect good fiscal next year bonanza analyst say short term key word confusion block vice president tom bloch say interview congress drastically change law confusion result tax preparer benefit bloch say next year taxpayer take new form place side side compare people will throw hand say I go get help say tax form will look different next year add kidder peabody analyst herbert buchbinder expect block fiscal year end april show good gain fiscal earning mln dlrs dlrs share revenue mln dlrs estimate block fiscal earning dlrs next year block bonanza buchbinder say base estimate large work force block show gain five pct tax form prepare say tax season block prepare u.s . tax return pct previous year internal revenue service estimate mln individual income tax return will file tax season last year mln form professional tax preparer account just million form accord irs long term confusion will continue bring client block tax preparation office worldwide change act will negative effect bloch concede certain change filing requirement will shorten tax return case simplify form note addition low income wage earner will take tax roll say block currently analyze price structure try offset negative last tax season average cost return u.s . amount dlrs dlrs worldwide bloch say tax season rate will three four pct line inflation rate say block expect expansion tax season electronic filing system directly feed irs can speed refund process block can choose much want expand seven city make available direct filing irs bloch note irs estimate return will directly file tax season return inject tax season first kansas city analyst jonathan braatz say block will benefit greatly low tax rate fiscal braatz expect block advertising budget last year will help bit low cost television ad may get little bang buck say estimate block mln dlrs cash balance sheet sheet say interest rate rise great benefit	earn
cablevision buy valley cable mln dlr lt cablevision industries corp say cablevision industry california inc subsidiary enter agreement buy asset valley cable tv mln dlrs company say will buy system california limited partnership wholly toronto base lt hollinger inc say valley cable operate subscriber cable television system pass home west san fernando valley area los angeles cablevision say nation st large cable company ownnd alan gerry chairman president chief executive officer company say agreement subject regulatory approval	acq
media general inc ups qtly div ct shr ct set stock split media general inc ups qtly div ct shr ct set stock split	earn
healthvest lt hvt buy tennessee medical complex healthvest say acquire eastwood hospital medical complex memphis healthcare international inc mln dlrs cash healthcare international will continue operate hospital lease agreement company say	acq
chemie linz expect sharply high loss state lt chemie linz ag likely record loss mln schilling compare mln loss company spokesman say fall sale low world price fertiliser largely responsible sharp increase along effect dollar fall help give u.s . fibre producer competitive edge tell reuters firm make small profit mln schilling lose subsidiary lt merx handelsgesmbh oil trading merx since withdraw oil market firm will announce result july	earn
lt crime control asset sell hawley crime control inc say reach definitive agreement subsidiary hawley group ltd will buy asset assume certain liability crime control mln dlrs amount say mln dlrs available distribution company bank debenture holder shareholder balance use pay various state taxis expense relate transaction establish reserve provide certain unassumed obligation company crime control say use proceed pay bank lender approximately mln dlrs represent pct principal amount indebtedness bank lender also say propose acquire mln dlrs worth outstanding pct convertible subordinate debenture aggregate approximately mln dlrs propose liquidation company shareholder receive estimate ct share report early crime control default approximately mln dlrs bank debt default indenture govern convertible subordinated debenture january crime control install service monitor electronic surveillance system say retain rothschild inc arrange sale company	acq
gelco corp nd qtr shr cts vs cts gelco corp nd qtr shr ct vs ct	earn
u.s . court allow offshore alaskan exploration unanimous supreme court rule oil gas exploration can proceed two tract alaska coast lease federal government eight major oil company ruling important victory oil company reagan administration controversial shore leasing program setback two small alaskan village challenge lease claim damage environment administration say court order halt drilling create uncertainty billion dlrs pay lease shore alaska since december federal appeal court order oil company halt exploration remove drill rig two tract bering sea alaska possible harm subsistence need culture native eskimo supreme court say appeal court wrong issue injunction halting exploration injury subsistence resource exploration probable justice byron white write court side balance harm fact oil company commit approximately mln dlrs exploration conduct summer lose without chance recovery exploration enjoin say oil company amoco corp lt arco exxon corp lt xon mobil corp lt mob sohio shell texaco inc lt tx union oil say void previously grant lease result staggering financial loss first lease sale involved mln acre generate mln dlrs second lease sale cover mln acre produce mln dlrs administration official say lease sale precede intense environmental impact study deny oil gas exploration hurt subsistence resource alaskan village gambell stebbin along organization eskimo native yukon delta argue drilling hurt native hunting fishing	crude
treasury baker say reagan unlikely alter opposition oil import fee treasury baker say reagan unlikely alter opposition oil import fee	crude
viacom lt via set record date merger vote viacom international inc say set april record date shareholder entitle vote special meeting hold vote propose merger arsenal acquiring corp wholly subsidiary lt arsenal holdings inc viacom say date special meeting yet determine	acq
volcker say restrictive monetary policy hurt investment volcker say restrictive monetary policy hurt investment	money-fx
fireman fund corp lt ffc rd qtr net shr dlrs vs ct net mln vs mln revs mln vs mln nine mth shr dlrs vs dlrs net mln vs mln revs billion vs billion note realize investment gain net taxis rd qtr nine mth mln dlrs mln dlrs respectively realize investment gain rd qtr nine mth mln dlrs mln dlrs respectively company repurchase mln share stock rd qtr	earn
verein und westbank reorganize network und westbank ag lt vhbg plan streamline branch network improve distribution financial service management board member eberhard rainer luckey say tell news conference result branch hamburg schleswig holstein merge close branch frankfurt open bank consider open branch london luckey say bank total operating profit rise nearly pct parent bank net profit rise mln mln dividend remain unchanged mark group balance sheet include first time vereinwest overseas finance jersey rise pct billion mark luckey say parent bank balance sheet rise mln mark billion business volume almost unchanged billion credit volume ease billion billion loan company rise seven pct foreign business security trading turnover also increase high earning trade bank account contribute record operating profit net interest income rise firm interest margin mln mark mln net commission income rise mln mln luckey say foreign commercial business influence fall west german foreign trade earning still satisfactory bank exposure latin america less two pct total foreign credit africa less one pct bank continue sell exposure will also continue stock risk provision say	earn
uaw say back chrysler lt amc lt amo merger united auto worker lt uaw union say support chrysler corp proposal buy american motors corp create good match potentially point way secure future worker company believe member interest can well serve within chrysler family committed make happen uaw president owen bieber vice president marc stepp say statement believe chrysler purchase logical sound step concerned union say uaw negotiate amc carmaker demand economic concession cover worker wisconsin operation without amc say cease vehicle production kenosha wisconsin assembly plant	acq
minntech corp lt mntx th qtr mar net opr shr nil vs seven ct opr net vs rev vs avg shrs vs year opr shr ct vs ct opr net vs revs mln vs avg shrs vs note earning year exclude gain due tax loss carryforward dlrs ct share dlrs ct	earn
hi shear industries inc lt hsi set payout qtrly div ct vs ct prior pay april record april	earn
tseng laboratories inc lt tsng th qtr net shr profit one ct vs loss nil net profit vs loss revs vs avg shrs mln vs mln year shr profit one ct vs profit one ct net profit vs profit revs vs avg shrs mln vs mln	earn
lowrance electronic lt leix see order lowrance electronics inc say result operation third fourth quarter may comparable first second quarter strong order new sonar equipment six month end jan company report net income almost triple dlrs ct share sale rise pct mln dlrs company go public dec also say expect able fill back order first two quarter improve supply computer chip component	earn
u.k . money market forecast revise show surplus bank england say revise forecast liquidity position money market today surplus mln stg estimate flat position early morning	money-fx
indiana federal lt ifsl th qtr net net vs year net vs note company full name indiana federal saving loan association per share information available bank go public february	earn
j.p . morgan lt jpm say dlr may prevent feed ease relatively high level real u.s . interest rate suggest scope decline money market rate federal reserve unlikely promote drop long dollar remain volatile say j.p . morgan co inc chairman lewis preston say response reporter question bank annual meeting money market rate decline far I don think fed go encourage long exchange market volatile hand say bar collapse dollar see rate go much high say morgan recent rise prime lending rate purely reflection increase whole spectrum rate preston reiterate early company forecast u.s . economy show roughly three pct real growth year also say consequence dollar decline oil price rise inflation rise moderately four pct rate	money-fx
spectra physics reject ciba geigy tender offer spectra physics reject ciba geigy tender offer	acq
magellan set merger balzac investment lt magellan corp say shareholder approve merger magellan lt balzec investments inc privately hold company base dallas magellan company without operation form acquire operating entity say plan engage development marketing battery charger product balzac magellan disclose term agreement follow merger balzac shareholder will hold pct outstanding stock magellan company say magellan say will survive corporation follow merger company say expect merger will occur declaration effectiveness amendment magellan registration statement relate common stock purchase warrant underlie share	acq
mulford say germany japan treasury assistant secretary david mulford say believe west germany japan yet carry international responsibility I believe time mulford tell senate banking subcommittee say u.s . trade deficit continue improve next two year need policy action across entire front u.s . trade relation include canada newly industrialize country nic particular say effort south korea taiwan strengthen currency still disappoint mulford also say oecd nation need grow average three pct help resolve international debt crisis note japanese european import latin nation significantly small import u.s . stress germany japan must continue take economic structural measure ensure strong sustained economic growth	money-fx
brazil reject offer wheat tender brazil reject offer tonight wheat tender brazilian wheat board spokesman say say date set next tender	grain
tranzonic cos lt tnz set quarterly qtly div ct vs ct prior pay april record march	earn
fed add reserve via customer repurchase federal reserve enter u.s . government security market arrange billion dlrs customer repurchase agreement fed spokesman say dealer say federal fund trade pct fed begin temporary indirect supply reserve banking system	money-fx
paradise fruit co inc lt parf year net shr ct vs ct net vs sale mln vs mln note year net penalize ct shr loss investment tax credit	earn
marcade group inc lt mar buy europe craft marcade group say agree buy europe craft import inc combination cash common stock company say europe craft design import distribute menswear sportswear member brand name company say europe craft sale mln dlrs last year marcade say late deal part ongoing acquisition phase	acq
hanson trust sell u.s . chemicals unit hanson trust plc lt hnsn say u.s . subsidiary hanson industries inc sell pcr inc speciality chemical unit mln dlrs cash lt chemical partners inc pcr sale mln dlrs fiscal operating loss dlrs	acq
south korea corn import may increase usda south korea purchase mln tonne u.s . corn past six month close double last year total indicate import united states well total import set dramatic jump u.s . agriculture department say world production trade report department say total south korea corn import season oct sept estimate mln tonne mln tonne united states season import total mln tonne u.s . corn total mln tonne ite appear koreans shift back u.s . corn light competitive u.s . price uncertain supply china argentina south africa say	grain
dress barn inc lt dbrn nd qtr jan net shr ct vs ct net vs sale mln vs mln st half shr ct vs ct net vs sale mln vs mln note share adjust three two stock split may	earn
mony financial buy united administrator lt uai lt mony financial service say purchase united administrators inc effort secure large market share group insurance line mony say acquisition couple purchase kelly associates contribute goal expand group business improve product line	acq
orion capital corp lt oc th qtr loss shr loss dlrs vs loss dlrs net loss mln vs loss mln revs mln vs mln avg shrs vs year shr loss dlrs vs loss dlrs net loss mln vs loss mln revs mln vs mln avg shrs vs note net include realize capital gain vs qtr mln vs mln year net also include gain termination pension plan qtr year tax loss qtr include pretax gain sale common stock guaranty national corp year revise estimate calculation worker compensation earn premium decrease earn premium mln year ago result restate reflect deconsolidation guaranty national	earn
central capital plan three two stock split lt central capital corp say plan three two split common class subordinate voting share subject shareholder approval april annual meeting say split raise amount common share mln mln subordinate voting share mln mln	earn
la land lt llx du pont lt dd get exploration tract louisiana land exploration co say du pont co conoco inc subsidiary lt oranje nassau energie b.v . offer four exploration block offshore netherlands louisiana land say block offer group conoco pct interest louisiana land pct orange nassau pct group along consortium head pennzoil co lt pzl offer block offer result application submit ministry economic affair netherland sixth offshore license round louisiana land say conoco group intend provide formal acceptance block plan start exploration year company also say two block immediately offset offshore block hydrocarbon find commercial quantity	crude
compromise see likely conoco statoil dispute norway expect seek compromise solution defuse row den norske stat oljeselskap lt stat ol statoil conoco norge firm will operate heidrun oil field government source say source ask name say government will likely recommend conoco allow continue field operator development phase statoil take production start early oil minister arne oeien tell reuters government today discuse heidrun matter final decision take several question remain unresolved unlikely government announce decision heidrun operatorship thursday cabinet meeting discuss propose solution company source add spring norway state oil company statoil exercise option heidrun field exploration license approve government allow relieve conoco heidrun operator move sharply criticise conoco heidrun often cite government industry likely candidate first field development project haltenbanken exploration tract central norway	crude
perini investment property lt pnv raise payout qtly div ct vs ct prior qtr payable june record may	earn
fn result hit strike dollar fabrique nationale herstal sa lt fnhb br say suffer net loss billion franc last year hit strike fall dollar decline oil price fn statement say loss compare mln franc profit previous year include considerable charge restructure without net loss billion franc say add restructuring plan allow firm return long term profitability approve local authority bank workforce	earn
eia say distillate stock unchanged gasoline crude mln eia say distillate stock unchanged gasoline crude mln	crude
france say u.s . right strike france voice comprehension u.s . attack iranian target call swift halt gulf war avoid escalation french authority reaffirm attachment freedom security navigation right state take action international law united nations charter halt attack october foreign ministry spokesman say statement united states say force destroy iranian oil platform gulf strike second monday retaliation recent iranian missile attack u.s . flag kuwaiti ship washington say platform use monitor shipping launch small boat attack ship french statement describe target iranian military platform french statement add everything must now avoid military development lead new escalation conflict	crude
icn lt icn five pct syncor lt scor icn pharmaceuticals inc tell security exchange commission acquire share syncor international corp pct total outstanding common stock icn say buy stake mln dlrs investment plan seek control company participate management	acq
clothestime inc lt ctme th qtr net shr ct vs ct net vs sale mln vs mln year shr ct vs ct net vs sale mln vs mln	earn
u.s . banker predict dollar fall year lead u.s . banker say dollar likely fall another five pct year improvement huge american trade deficit temporary current world exchange rate level kurt viermetz worldwide treasurer morgan guaranty trust co tell arab currency trader meet steady depreciation dollar go far enough rein u.s . deficit last basis	money-fx
treasury baker say stand paris pact foster stable currency treasury baker say stand paris pact foster stable currency	money-fx
jwp inc lt jwp rd qtr net shr ct vs ct net mln vs rev mln vs mln avg shrs mln vs mln nine mth shr dlrs vs ct net mln vs rev mln vs mln avg shrs mln vs mln	earn
campbell resources inc nd qtr shr profit three ct vs loss ct campbell resources inc nd qtr shr profit three ct vs loss ct	earn
louvre accord still effect japan official say group seven industrial nation still comply last february louvre accord stabilize currency senior bank japan official say u.s . treasury secretary james baker remark weekend indicate need revise herald low range dollar senior official bank japan finance ministry agree interview exchange market apparently react much anyone sell dollar baker comment will regret later bank japan official tell reuters bank official say baker mean talk dollar low dollar harm u.s . economy note finance ministry official directly involve monetary talk nation also say u.s . never attempt lower reference range dollar mark yen market assume dollar reference range yen mark dollar close tokyo today mark yen behind baker remark u.s . frustration high interest rate abroad especially west germany represent readiness scrap basic framework louvre accord finance ministry official say say contrary baker want avoid rise u.s . interest rate hurt u.s . economy aggravate third world debt problem high u.s . interest rate merely raise interest payment burden depress u.s . stock bond market far monetary official say ministry central bank official decline name note u.s . long want see decline dollar also fan inflationary expectation u.s . baker fail add louvre agreement still operative senior ministry official say baker say u.s . television interview sunday washington reexamine louvre accord west germany increase short term interest rate market first interpret indicate u.s . ready scrap louvre accord let dollar decline far unless surplus country notably west germany try hard stimulate economy pledge accord foreign exchange dealer say market reflection also note baker additional statement louvre agreement still operative cause dollar short covering tokyo today dealer say uncertainty however remain flavour day tokyo currency market japanese monetary official say baker undisguise pressure west germany refrain guide interest rate higher may part process multilateral surveillance international economic policy coordination comprise u.s . japan west germany britain france italy canada agree monitor economic policy time time apply peer pressure persuade change policy desire course note without basic agreement multilateral surveillance baker never criticize west german policy openly ministry official say u.s . west german squabble bonn monetary policy thus regard process healthy policy coordination indication possible collapse louvre agreement official say also say japan receive specific request u.s . monetary policy although short term money rate edge high unlike german take policy guide interest rate higher marginal rate rise recent day primarily seasonal reason add	money-fx
government sell pct air new zealand new zealand government will sell pct state lt air new zealand ltd public civil aviation minister richard prebble say prebble say statement government appoint adviser help decide share sell timing sale price clearly will need gauge effect propose share issue enter market good opportunity prebble say particular rush sell share air new zealand say aim maximise benefit taxpayer mean wait prebble say say air new zealand expect release result soon year march say confident post excellent profit prebble say air new zealand successful ability prosper future hamper wholly government status prebble say access new source capital increase ability expand develop sale announcement follow public float march around pct lt bank new zealand ltd government say will also float part capital state operation include lt dfc new zealand ltd formerly development finance corp new zealand ltd petroleum corp new zealand ltd	acq
trenwick group inc lt tren th qtr net oper shr profit ct vs loss four ct oper net profit vs loss revs mln dlrs vs drs mth oper shr profit ct vs loss ct oper net profit vs loss revs mln vs mln dlrs note qtr year exclude investment gain respectively qtr year include investment gain dlrs	earn
bell howell lt bhw complete sale unit bell howell co say complete sale computer output microfilm business com product inc unit privately hold lt lebow industries inc sum deal disclose unit make device print datum directly computer onto microfilm	acq
major video corp lt majv year april net shr ct vs ct net vs rev mln vs note late year include three cent per share loss discontinued operation prev year include seven cent per share tax credit	earn
imperial oil raise crude oil posting canadian cts bbl light sweet now imperial oil raise crude oil posting canadian cts bbl light sweet now	crude
raytheon co lt rtn set quarterly qtly div ct vs ct prior pay april record april	earn
american security lt asec release information american security corp say release will forthcoming shortly regard pende merger maryland national corp lt mdnt approve stockholder october american halt nasdaq pende news announcement	acq
rcm technologies inc lt rcmt st qtr jan loss shr loss one ct vs loss one ct net loss vs loss revs vs	earn
ct lt ct increase loss cts corp say increase loss continue operation mln dlrs previously announce mln dlrs loss figure increase include expense involve settlement dispute dynamics corp america lt dya settlement involve takeover bid ct dynamics corp offer buy share ct already ct make profit mln dlrs continue operation ct say charge additional mln dlrs special expense operation result dynamics corp settlement additional expense include obligation reimburse dynamics corp subject approval ct shareholder total mln dlrs dynamics corp expense cost relate ct	earn
brown group inc th qtr shr ct vs cts brown group inc th qtr shr ct vs ct	earn
first eastern corp lt febc st qtr net shr ct vs ct net vs note share adjust two one stock split january	earn
getty petroleum lt gty year net shr dlrs vs dlrs qtly div four ct vs four ct prior net mln vs mln revs mln vs billion avg shrs mln vs mln note cash dividend payable april holder record april shr figure adjust five pct stock dividend declare march	earn
dekalb lt dklbb sell heinold hog market dekalb corp say sell heinold hog market inc unit employee employee stock ownership plan esop term disclose president bruce bickner say sale will positive substantial impact dekalb whole company say hog marketing unit fit strategy invest core business	acq
envirosure management corp lt envs st qtr loss qtr end nov shr loss nil vs profit nil net loss vs profit revs vs	earn
wtd industry lt wtdi sawmill offer reject wtd industries inc say offer buy bankrupt harris pine sawmill pendleton oregon reject bankruptcy court trustee company say bid rjecte favor high offer	acq
clevite lt clev get dlr shr offer clevite industries inc say receive write proposal j.p . industries inc lt jpi seek outstanding share dlrs share clevite stock trade nasdaq j.p . industry recently complete acquisition clevite engine part division j.p . industries say propose transaction finance borrowing available bank line bridge financing facility donaldson lufkin jenrette securities corp agree arrange expedite transaction j.p . industry say willing start cash tender clevite share within five day agree upon definitive merger confirmation clevite financial result condition	acq
durakon lt drkn make acquisition durakon industries inc say enter definitive agreement acquire dfm corp maker bug gravel protective shield truck car undisclosed amount cash debenture retroactive september one	acq
ec award tonne barley export licence ecus per tonne trader ec award tonne barley export licence ecus per tonne trader	grain
pretax profit mln stg vs mln pretax profit mln stg vs mln	earn
hanson trust lt han sell unit reichhold chemicals inc say part group purchase pcr inc hanson trust plc scm corp subsidiary say group member include jacksonville fla businessman jack demetree manager pcr reichhold say make modest cash investment pcr make high performance material variety industry	acq
lt mdi mobile data international inc year net oper shr ct vs ct oper shr dilute ct vs ct oper net vs rev mln vs mln note current oper net exclude writedown dlrs seven ct share unidentified investment	earn
kuwaiti dinar rate firm aid window open interest rate kuwaiti dinar deposit hold firm scatter trading despite central bank decision revive limited funding line dealer say central bank last tuesday shut daily aid window lend fund one year reopen facility three month money available seven pct say offer one month fund seven pct swap facility dealer say today central bank action combine sale dollar bank help ease recent credit squeeze engineer monetary authority stem rush u.s . currency arise attractive u.s . interest rate gulf tension dealer say however one dealer note market still unsettle overnight fund bid pct outset business trade pct ease liquidity drag offer pct close tomorrow next buy sell quote start pct end eight spot next indicate seven open bid dealer quote one week eight seven early one month rate level trade eight dealer quote three month seven pct six month one year fund seven six pct report offshore offer overnight tomorrow next eight one year pct towards close central bank fix dinar exchange rate steady dollar yesterday spot dinar	money-fx
usda estimate ussr grain import mln tonne vs feb usda estimate ussr grain import mln tonne vs feb	grain
kay jewelers inc lt kji th qtr net shr dlrs vs dlrs net mln vs rev mln vs mln year shr dlrs vs dlrs net vs rev mln vs mln	earn
lt spar aerospace ltd year net shr basic ct vs dlrs shr dilute ct vs dlrs net vs rev mln vs mln	earn
aldershot agree acquire intracoastal refining aldershot resources ltd say sign interim agreement acquire pct outstanding share intracoastal refining inc conroe texas aldershot will pay certain number share common stock base book value maximum one mln share formula link next five year pre tax net revenue transaction subject completion definitive agreement regulatory approval	acq
foote mineral co letter intent merge rio tinto zinc foote mineral co letter intent merge rio tinto zinc	acq
german call money ease liquidity injection call money ease pct yesterday follow net injection billion mark rate pct fresh fund week security repurchase agreement dealer say rate expect rise toward end week major tax payment period bank behalf customer payment federal railway loan stock repayment mark liability incur foreign central bank bundesbank framework european monetary system em likely significantly burden system bank build minimum reserve today ahead expect outflow bundesbank credit bank gross billion mark billion leave system time early security repurchase pact matured dealer estimate em relate outflow high six billion mark bundesbank decline comment spokesman say yesterday although fund now due may allow roll possibility central bank may choose redeem mean net infusion need dealer forecast tax payment billion mark much expect burden system next week bank minimum reserve holding bundesbank total billion mark monday average billion first nine day march dealer say although figure well expect requirement around billion mark expect outflow fund large bank might find difficult meet requirement toward end march security repurchase agreement expire next week dealer say bundesbank offer fresh liquidity condition significantly tighten bundesbank want keep rate around pct one dealer say	money-fx
pittston agree acquire wtc international exchange stock pittston agree acquire wtc international exchange stock	acq
cannon lt can audit show significant loss cannon group inc say financial statement will show substantial loss fiscal significant downward adjustment previously report stockholder equity company also say audit conduct lt arthur young co will cover year end january instead nine month period end september previously announce say anticipate result audit will available mid late april	earn
ual say donald trump interested ual stock investment ual say donald trump interested ual stock investment	acq
lt sasco products inc year loss shr loss eight ct vs profit four ct net loss vs profit revs vs note net include nonrecurre expense dlrs	earn
fletcher challenge disappoint nz forest move lt fletcher challenge ltd fcl manage director hugh fletcher say disappoint lt rada corp ltd decide sell share lt n.z . forest products ltd nzfp australia lt amcor ltd say statement fcl make offer pct nzfp hold rada say fcl offer well amcor make nzfp shareholder give detail amcor nzfp say early today merge pulp paper interest joint partnership increase exist cross shareholding plan involve nzfp increase current holding amcor pct four pct amcor will acquire rada nzfp stake add exist pct will seek statutory approval increase holding pct rada buy stake mln dlrs lt wattie industries ltd last year disclose price pay amcor fcl originally launch takeover bid nzfp late last year scrip cash offer dlrs share value company billion dlrs nzfp share end dlrs today	acq
new bank rule tough need dealer say u.s . u.k . bank regulator ask bank set aside reserve necessary cushion risk pose interest rate currency swap transaction carry swap dealer say view propose guideline release jointly today bank england federal reserve board dealer say effect regulator ask set aside reserve twice risk market participant will day respond proposal adoption stiffer capital requirement especially significant eurobond market see new issue volume billion dlrs accord figure compile euromoney magazine firm figure exist dealer eurobond estimate pct new issue involve swap arrangement separately isda estimate billion dlrs worth swap transaction outstanding kenneth mccormick co chairman international swap dealer association isda president kleinwort benson cross financing inc say association comment will study proposal propose really double count patrick de saint aignan manage director swap morgan stanley co say instead argue bank either require hold percentage face value say one pct per year maturity hold percentage cost replace contract event counterparty default potential risk factor large relative expect say director one u.k . merchant bank really ask capitalize now borrow money now cushion risk might year now add add title first paragraph dealer also say believe bank cover agreement base japan will competitive advantage will pass cost customer indeed regulator apparently also concerned exclusion country new requirement federal reserve board governor martha seger follow approval propose guideline fed say concerned japan involve u.k . u.s . effort draft new capital rule dealer say somewhat relieved see bank regulator recognize concept net offset amount receiveable payable single counterparty paper say regulatory authority recognize arrangement net may certain circumstance reduce credit risk furthermore paper say netting agreement reach withstand legal test might willing reduce capital requirement accordingly dealer say fear regulator may insist airtight net agreement impossible design one problem never major default swap market don know swap arrangement will really stand court say one bank official	money-fx
merrill lynch lt mer investment revenue merrill lynch co say investment banking revenue strong first quarter rise mln dlrs mln first quarter make steady progress period market activity mark unprecedented activity william schreyer chairman cheif executive officer daniel tully president chief operating officer say early company report first quarter net income mln dlrs one dlr per share mln dlrs ct per share first quarter merrill lynch say insurance revenue make big gain first quarter rise mln dlrs first quarter mln dlrs last year first quarter	earn
minorco lt mnrcy half year dec shr ct vs ct net mln vs mln note net include one mln dlr extraordinary gain net iclude four mln dlrs extraordinary loss	earn
milton roy co lt mrc set regular dividend qtly div ct vs ct prior pay june record may	earn
news corp lt nws start harper row lt hpr bid news corp ltd australia say start previously announce tender offer share harper row publishers inc dlrs per share newspaper advertisement company say offer condition receive least pct harper row share offering withdrawal right expire april unless extend merger tender price follow offer approve harper row board harper row grant new corp option buy new share pct interest dlrs news corp say merger agreement terminate certain circumstance news entitle mln dlr cash payment last month theodore cross offer acquire harper row dlrs per share soon outbid harcourt brace jovanovich inc offer dlrs per share late month harper row say board receive expression interest number domestic foreign company	acq
southwest lt swf stone lt sto comply merger southwest forest industry say stone container corp comply federal waiting period requirement stone propose dlr per share cash acquisition southwest southwest currently mln share outstanding company enter merger agreement january make initial finding department justice federal trade commission february three southwest say waiting period expire march without receive formal second request information reuter	acq
a.h . robins lt qrah january earning robin co drug company bankruptcy proceeding due litigation dalkon shield contraceptive device report consolidated net earning month end january mln dlrs corresponding year ago period report net earning mln dlrs robin say filing make u.s . trustee oversee chapter bankruptcy case	earn
yellow freight system lt yell rd qtr net shr ct vs ct qtly div ct vs ct prior net mln vs mln revs mln vs mln nine mth shr dlrs vs dlrs net mln vs mln revs billion vs billion note full name yellow freight system inc dividend payable november record november	earn
iraqi oil minister replace official iraq oil minister qassem ahmed taqi move heavy industry ministry official iraqi news agcny ina say tonight quote presidential decree appoint oil ministry undersecretary isam abdul rahim al chalaby new oil minister minister industry communication transport relieve post news agency say immediate explanation give change al chalaby head iraqi national oil company ina say decree sign president saddam hussein relieve minister heavy industry subhi yassin khadeir post appoint presidential adviser ministry formerly know industry mineral resources ministry minister communication transport abdel jabbar abdel rahim al asadi also relieve post replace member rule baath party regional command mohamme hamza al zubeidi al zubedei also presidential adviser three minister involve reshuffle spend four year post	crude
shoney inc lt shon set payout qtly div four ct vs four ct prior pay april record april three	earn
trinity industries inc lt trn set quarterly qtly div ct vs ct prior pay april record april	earn
talk point viacom international lt via bidding war viacom international inc one large u.s . entertainment company pit management group investor national amusements inc closely hold theater operator side raise bid weekend source close management side insist timing side say outside director approve management proposal merger plan put vote shareholder proxy material go late week take day day mail say source source predict national amusement control investor sumner redstone need half year complete tender offer regulatory approval must accompany change control viacom broadcast license cable television franchise redstone available comment wall street arbitrage player say rare situation enjoy true bidding war one say redstone begin tender offer whenever want enough people convince proposal superior viacom management plan chance win independent director viacom call meeting today word decision expect early tomorrow viacom share climb midafternoon one major wall street firm issue sell recommendation think re end now term bidding say firm arbitrageur speak condition identify redstone proposal management proposal create restructure company heavily leveraged debt management plan result balance sheet billion dlrs debt nearly mln dlrs prefer stock convertible pct common stock redstone new proposal offer holder dlrs cash fraction share exchangeable preferred stock value dlrs one fifth share common stock stock arsenal holding represent pct equity interest restructure viacom one arbitrageur calculate equity redstone plan worth dlrs make total package worth dlrs per share management offer dlrs cash exchangeable prefer stock worth dlrs fractional share convertible prefer arbitrageur say equity portion worth dlrs total dlrs redstone new plan raise amount interest pay cash portion offer every day beyond april merger arsenal consummate plan call intest pay annual rate nine pct may pct thereafter previously redstone offer eight pct interest arbitrageur say redstone management group lead president chief executive terrence elke offer high price redstone really want company one say another say management seem edge timing issue redstone company pct ov viacom mln share wall street analyst say hard determine equity newly leverage company worth note example new stock fmc corp lt fmc adopt highly leveraged structure last year inititally trade dlrs per share dip nine dlrs now just dlrs last week viacom report fourth quarter earning fall two two ct per share ct company say interest cost several acquisition affect result share warner communications inc lt wci rise analyst note warner warrant purchase mln viacom share dlrs another mln share dlrs chris craft industry lt ccn stake warner rise viacom create spin cbs inc lt cbs company cable television subscriber operate nine satellite television service television radio station one large distributor film program television	acq
brown boveri omit dividend plan warrant bond bbc ag brown boveri und cie lt bbcz say will omit dividend second consecutive year say plan invite shareholder non voting stockholder subscribe warrant bond issue around mln swiss franc make june annual meeting value stock subscription right correspond roughly dividend franc per share pay company also plan issue participation certificate par value mln swiss franc exist shareholder exclude	earn
japan carefully consider money policy sumita bank japan governor satoshi sumita say central bank will carefully consider monetary policy light recent sharp fall dollar ask bank japan will consider cut discount rate say now think bank will carefully consider future money policy tell low house budget committee parliament credit condition ease five discount rate cut japan since beginning last year japan must now especially careful flare inflation money supply growth accelerate say sumita say central bank continue make judgement monetary policy watch consumer price exchange rate economic financial condition outside japan ask september plaza agreement failure dollar fall far sumita say still think pact good one sense correct overvaluation dollar plaza accord set target dollar fall say dollar steep fall stem market belief trade imbalance will continue expand say	money-fx
lt guillevin international inc year jan net shr ct vs ct net vs sale mln vs mln	earn
